u,v,key,osmid,name,highway,oneway,length,lanes,ref,maxspeed,geometry
81989193,5213265717,0,739641955,South Welch Street,unclassified,False,111.121,,,30 mph,"LINESTRING (-97.1443127 33.2126179, -97.1443586 33.2116193)"
81989193,8863362463,0,942213967,West Sycamore Street,unclassified,False,7.509,,,,"LINESTRING (-97.1443127 33.2126179, -97.144232 33.2126167)"
81989210,6035191370,0,569686795,West Sycamore Street,unclassified,True,7.358,,,,"LINESTRING (-97.1492273 33.212662, -97.1492003 33.2127242)"
1439907552,81800506,0,934262073,Carroll Boulevard,secondary,True,23.422,4,,,"LINESTRING (-97.1370522 33.2084623, -97.1369833 33.2082597)"
1549933088,8860768055,0,521609561,South Welch Street,unclassified,False,7.373,,,30 mph,"LINESTRING (-97.1444049 33.2066297, -97.1444061 33.2065634)"
1549933088,8860768054,0,521609562,South Welch Street,unclassified,False,9.408,,,30 mph,"LINESTRING (-97.1444049 33.2066297, -97.1444039 33.2067143)"
1549933088,8860768053,0,521609571,Eagle Drive,tertiary,False,7.398,,,,"LINESTRING (-97.1444049 33.2066297, -97.1443254 33.2066284)"
1549933088,8860768056,0,1016511722,Eagle Drive,tertiary,False,9.588,,,,"LINESTRING (-97.1444049 33.2066297, -97.1445078 33.2066344)"
1549933100,8863362443,0,9973983,Bernard Street,tertiary,False,6.349,,,,"LINESTRING (-97.14143 33.2135606, -97.1414306 33.2135035)"
1549933100,8863362447,0,9973983,Bernard Street,tertiary,False,5.838,,,,"LINESTRING (-97.14143 33.2135606, -97.1414302 33.2136131)"
1549933100,6746280003,0,521609570,West Mulberry Street,residential,False,105.931,,,,"LINESTRING (-97.14143 33.2135606, -97.1402914 33.2135495)"
1549933100,8863362486,0,521609570,West Mulberry Street,residential,False,6.987,,,,"LINESTRING (-97.14143 33.2135606, -97.1415051 33.2135598)"
1630768299,2081492527,0,1047028708,Avenue C,tertiary,True,60.645,,,,"LINESTRING (-97.1506714 33.2155972, -97.150696 33.2150522)"
1630768302,5060888369,0,9969650,North Avenue C,tertiary,True,7.683,,,,"LINESTRING (-97.150639 33.2136856, -97.1506346 33.2137546)"
1630768302,81861304,0,9972808,West Mulberry Street,unclassified,False,7.871,,,,"LINESTRING (-97.150639 33.2136856, -97.1507236 33.2136865)"
1630768302,2072447768,0,9972808,West Mulberry Street,unclassified,False,6.354,,,,"LINESTRING (-97.150639 33.2136856, -97.1505707 33.2136852)"
1630768304,81797233,0,9969650,North Avenue C,tertiary,True,7.754,,,,"LINESTRING (-97.1506129 33.2156343, -97.150636 33.2157013)"
1630768306,5213265701,0,9969650,North Avenue C,tertiary,True,7.52,,,,"LINESTRING (-97.1506411 33.2146641, -97.1506389 33.2147317)"
1630768306,5213265707,0,152774047,West Hickory Street,secondary,True,11.257,2,,,"LINESTRING (-97.1506411 33.2146641, -97.1505201 33.2146637)"
1655564145,5213265714,0,1047028708,Avenue C,tertiary,True,2.026,,,,"LINESTRING (-97.150661 33.2156523, -97.1506644 33.2156343)"
1655564152,81797233,0,375216841,Jagoe Street,tertiary,False,6.553,4,,,"LINESTRING (-97.150611 33.2157564, -97.150636 33.2157013)"
1655564152,5213265695,0,375216841,Jagoe Street,tertiary,False,2.091,4,,,"LINESTRING (-97.150611 33.2157564, -97.1506077 33.215775)"
1655564157,1630768304,0,9969650,North Avenue C,tertiary,True,4.162,,,,"LINESTRING (-97.1506111 33.2155969, -97.1506129 33.2156343)"
2072447752,2072447756,0,9969650,North Avenue C,tertiary,True,19.27,,,,"LINESTRING (-97.1506372 33.2131172, -97.1506374 33.2132905)"
2072447756,2072447763,0,9969650,North Avenue C,tertiary,True,36.763,,,,"LINESTRING (-97.1506374 33.2132905, -97.1506418 33.2136211)"
2072447763,1630768302,0,9969650,North Avenue C,tertiary,True,7.177,,,,"LINESTRING (-97.1506418 33.2136211, -97.150639 33.2136856)"
2072447765,81976457,0,9980852,Avenue C,tertiary,True,19.194,,,,"LINESTRING (-97.1507285 33.2136212, -97.1507314 33.2134486)"
2072447767,2072447768,0,9972808,West Mulberry Street,unclassified,False,50.405,,,,"LINESTRING (-97.1500289 33.2136813, -97.1505707 33.2136852)"
2072447767,2991601590,0,9972808,West Mulberry Street,unclassified,False,77.227,,,,"LINESTRING (-97.1500289 33.2136813, -97.1491988 33.2136748)"
2072447768,1630768302,0,9972808,West Mulberry Street,unclassified,False,6.354,,,,"LINESTRING (-97.1505707 33.2136852, -97.150639 33.2136856)"
2072447768,2072447767,0,9972808,West Mulberry Street,unclassified,False,50.405,,,,"LINESTRING (-97.1505707 33.2136852, -97.1500289 33.2136813)"
2078167251,8649501361,0,9979594,West Pecan Street,residential,False,42.501,,,,"LINESTRING (-97.1335569 33.2160979, -97.1331002 33.2160876)"
2081492510,5213265719,0,1047028707,West Hickory Street,secondary,True,14.81,3,,,"LINESTRING (-97.1509665 33.214666, -97.1508073 33.2146654)"
2081492527,5213265696,0,1047028708,Avenue C,tertiary,True,35.608,,,,"LINESTRING (-97.150696 33.2150522, -97.1507104 33.2147322)"
2625637199,5060888347,0,365519033,Avenue D,residential,False,67.589,,,,"LINESTRING (-97.1528839 33.2133904, -97.1528924 33.2127826)"
2625637199,81895623,0,365519033,Avenue D,residential,False,35.54,,,,"LINESTRING (-97.1528839 33.2133904, -97.15288 33.21371)"
2626234225,3037310658,0,521609571,Eagle Drive,tertiary,False,65.844,,,,"LINESTRING (-97.1422375 33.2065748, -97.14153 33.20656)"
2626234225,6041357699,0,521609571,Eagle Drive,tertiary,False,8.664,,,,"LINESTRING (-97.1422375 33.2065748, -97.1423306 33.2065767)"
2626234229,9537303501,0,9973983,Bernard Street,tertiary,False,10.804,,,,"LINESTRING (-97.1415364 33.2071601, -97.1415321 33.207063)"
2626234229,8743722296,0,9973983,Bernard Street,tertiary,False,24.038,,,,"LINESTRING (-97.1415364 33.2071601, -97.1415258 33.2073761)"
2631862633,5059238845,0,365519036,Maple Street,unclassified,True,42.984,,,,"LINESTRING (-97.1516886 33.2082748, -97.1521506 33.208278)"
2631862635,2971977358,0,739641942,West Highland Street,unclassified,True,34.675,,,20 mph,"LINESTRING (-97.1519734 33.2093739, -97.1516007 33.2093717)"
2631862637,3429340781,0,739641942,West Highland Street,unclassified,True,45.672,,,20 mph,"LINESTRING (-97.1513325 33.2093702, -97.1508417 33.2093613)"
2631862638,6071396490,0,365519036,Maple Street,unclassified,True,7.694,,,,"LINESTRING (-97.1513429 33.2082734, -97.1514256 33.2082737)"
2631862639,5074758479,0,365519032,Avenue C,tertiary,True,9.574,1,,,"LINESTRING (-97.1507866 33.208271, -97.1507868 33.2081849)"
2631862639,3429340775,0,365519036,Maple Street,unclassified,True,6.271,,,,"LINESTRING (-97.1507866 33.208271, -97.150854 33.208271)"
2631862640,81870011,0,437822208,West Highland Street,unclassified,True,8.643,,,20 mph,"LINESTRING (-97.150779 33.2093601, -97.1506861 33.2093598)"
2631862640,5059238816,0,739641943,Avenue C,tertiary,True,8.162,,,,"LINESTRING (-97.150779 33.2093601, -97.1507787 33.2092867)"
2631862666,5060888353,0,9982427,West Sycamore Street,unclassified,False,71.969,,,,"LINESTRING (-97.1515654 33.2126725, -97.1507918 33.2126702)"
2631862666,2970522590,0,9982427,West Sycamore Street,unclassified,False,61.252,,,,"LINESTRING (-97.1515654 33.2126725, -97.1522238 33.2126744)"
2631862668,2657115244,0,739641947,West Mulberry Street,unclassified,False,38.248,,,,"LINESTRING (-97.1515498 33.2136954, -97.1519609 33.2136999)"
2631862668,3695224172,0,739641947,West Mulberry Street,unclassified,False,5.279,,,,"LINESTRING (-97.1515498 33.2136954, -97.1514931 33.2136936)"
2657115242,2081492510,0,1038359127,West Hickory Street,secondary,True,93.654,2,,,"LINESTRING (-97.1519732 33.2146724, -97.1509665 33.214666)"
2657115244,2970522581,0,739641947,West Mulberry Street,unclassified,False,66.131,,,,"LINESTRING (-97.1519609 33.2136999, -97.1526717 33.2137077)"
2657115244,2631862668,0,739641947,West Mulberry Street,unclassified,False,38.248,,,,"LINESTRING (-97.1519609 33.2136999, -97.1515498 33.2136954)"
2657172878,3429343116,0,9980852,Avenue C,tertiary,True,5.927,,,,"LINESTRING (-97.1507135 33.2146644, -97.1507136 33.2146111)"
2657172878,1630768306,0,1047028709,West Hickory Street,secondary,True,6.735,,,,"LINESTRING (-97.1507135 33.2146644, -97.1506411 33.2146641)"
2657172880,9540501670,0,9978970,North Avenue B,residential,False,7.784,,,,"LINESTRING (-97.1484355 33.2146604, -97.1484345 33.2147304)"
2657172880,9540501664,0,365519044,West Hickory Street,secondary,True,7.368,2,,,"LINESTRING (-97.1484355 33.2146604, -97.1483563 33.2146605)"
2657172880,9540501665,0,739641946,South Avenue B,unclassified,False,7.395,,,,"LINESTRING (-97.1484355 33.2146604, -97.1484361 33.2145939)"
2657814580,5060938937,0,256877974,West Chestnut Street,residential,False,21.537,,,,"LINESTRING (-97.1438661 33.2115212, -97.1436347 33.2115155)"
2657814580,9532564782,0,256877974,West Chestnut Street,residential,False,34.888,,,,"LINESTRING (-97.1438661 33.2115212, -97.1442411 33.2115237)"
2657814581,2973835881,0,942213967,West Sycamore Street,unclassified,False,2.707,,,,"LINESTRING (-97.1438797 33.2126133, -97.1439088 33.2126136)"
2657814581,2973835897,0,942213967,West Sycamore Street,unclassified,False,51.849,,,,"LINESTRING (-97.1438797 33.2126133, -97.1433224 33.212608)"
2657814583,81989189,0,942213967,West Sycamore Street,unclassified,False,15.956,,,,"LINESTRING (-97.1430038 33.2126049, -97.1431753 33.2126066)"
2657814583,5060938391,0,942213967,West Sycamore Street,unclassified,False,6.308,,,,"LINESTRING (-97.1430038 33.2126049, -97.142936 33.2126043)"
2657916016,2657916026,0,9972057,South Cedar Street,residential,False,17.783,,,,"LINESTRING (-97.1343207 33.2138345, -97.1343244 33.2136746)"
2657916016,81809227,0,9972057,South Cedar Street,residential,False,17.95,,,,"LINESTRING (-97.1343207 33.2138345, -97.1343172 33.2139959)"
2657916022,7832497615,0,9964897,West Walnut Street,residential,False,6.084,,,,"LINESTRING (-97.1338906 33.2139895, -97.1338252 33.2139898)"
2657916022,7832497624,0,9964897,West Walnut Street,residential,False,33.179,,,,"LINESTRING (-97.1338906 33.2139895, -97.1342472 33.2139948)"
2657916024,8863376220,0,608839542,South Elm Street,primary,True,15.011,2,US 77;US 377,,"LINESTRING (-97.1336994 33.2136982, -97.1336998 33.2135632)"
2657916026,7830733383,0,9972057,South Cedar Street,residential,False,9.075,,,,"LINESTRING (-97.1343244 33.2136746, -97.1343263 33.213593)"
2657916026,2657916016,0,9972057,South Cedar Street,residential,False,17.783,,,,"LINESTRING (-97.1343244 33.2136746, -97.1343207 33.2138345)"
2658994887,6044016171,0,9974744,Normal Street,residential,False,6.406,,,,"LINESTRING (-97.1491589 33.2156926, -97.1491711 33.2157493)"
2658994887,5082149921,0,974873272,West Oak Street,secondary,True,31.026,,,,"LINESTRING (-97.1491589 33.2156926, -97.1494924 33.21569)"
2661953387,2975179352,0,9972885,North Locust Street,primary,True,72.893,2,US 77;US 377,,"LINESTRING (-97.1324777 33.2146861, -97.1324687 33.2153416)"
2661953393,6148153945,0,976535695,West Hickory Street,secondary,True,12.252,2,,20 mph,"LINESTRING (-97.1327193 33.2145303, -97.1325876 33.2145303)"
2661953419,2661953393,0,293940750,West Hickory Street,secondary,True,71.104,2,,20 mph,"LINESTRING (-97.1334836 33.2145354, -97.1327193 33.2145303)"
2665604720,6021271438,0,521609568,West Mulberry Street,residential,False,23.769,,,,"LINESTRING (-97.1366785 33.2135188, -97.136423 33.2135192)"
2665604720,7830816069,0,521609568,West Mulberry Street,residential,False,22.867,,,,"LINESTRING (-97.1366785 33.2135188, -97.1369243 33.2135195)"
2665604737,7588520698,0,9982426,West Sycamore Street,tertiary,False,83.835,,,,"LINESTRING (-97.1357677 33.2125377, -97.1366687 33.2125518)"
2665604737,5072227611,0,9982426,West Sycamore Street,tertiary,False,4.485,,,,"LINESTRING (-97.1357677 33.2125377, -97.1357195 33.2125368)"
2665604738,6021271435,0,521609568,West Mulberry Street,residential,False,2.223,,,,"LINESTRING (-97.1356789 33.2135155, -97.135655 33.2135155)"
2665604738,2665604745,0,521609568,West Mulberry Street,residential,False,7.871,,,,"LINESTRING (-97.1356789 33.2135155, -97.1357635 33.2135162)"
2665604742,8593818769,0,521609568,West Mulberry Street,residential,False,7.191,,,,"LINESTRING (-97.1358474 33.2135167, -97.1357701 33.2135162)"
2665604742,2665604798,0,521609568,West Mulberry Street,residential,False,41.175,,,,"LINESTRING (-97.1358474 33.2135167, -97.13629 33.2135183)"
2665604745,2665604738,0,521609568,West Mulberry Street,residential,False,7.871,,,,"LINESTRING (-97.1357635 33.2135162, -97.1356789 33.2135155)"
2665604745,8593818769,0,521609568,West Mulberry Street,residential,False,0.614,,,,"LINESTRING (-97.1357635 33.2135162, -97.1357701 33.2135162)"
2665604798,2665604742,0,521609568,West Mulberry Street,residential,False,41.175,,,,"LINESTRING (-97.13629 33.2135183, -97.1358474 33.2135167)"
2665604798,6021271438,0,521609568,West Mulberry Street,residential,False,12.373,,,,"LINESTRING (-97.13629 33.2135183, -97.136423 33.2135192)"
2665604799,8822904016,0,9976832,Fry Street,residential,False,7.217,,,,"LINESTRING (-97.14642 33.21569, -97.1464199 33.2157549)"
2665604799,8822913117,0,9976832,Fry Street,residential,False,8.418,,,,"LINESTRING (-97.14642 33.21569, -97.146421 33.2156143)"
2665604799,8822913118,0,293940749,West Oak Street,secondary,True,8.196,2,,,"LINESTRING (-97.14642 33.21569, -97.1465081 33.21569)"
2665604808,8859155238,0,9971428,Williams Street,residential,False,7.844,,,,"LINESTRING (-97.1380899 33.2156278, -97.1380927 33.2155573)"
2665604808,6739024584,0,739625069,West Oak Street,secondary,True,4.903,2,,,"LINESTRING (-97.1380899 33.2156278, -97.1381426 33.2156283)"
2665604813,3037366531,0,9973226,West Prairie Street,tertiary,False,15.785,,,,"LINESTRING (-97.1373194 33.2107181, -97.13715 33.21071)"
2665604813,81804729,0,942215785,Carroll Boulevard,secondary,True,55.393,3,,,"LINESTRING (-97.1373194 33.2107181, -97.13731 33.21022)"
2665604814,6148156939,0,150153958,West Highland Street,residential,False,6.066,,,,"LINESTRING (-97.1372433 33.2091287, -97.1373085 33.2091294)"
2665604814,81870035,0,934262071,West Highland Street,residential,False,7.146,,,,"LINESTRING (-97.1372433 33.2091287, -97.137169 33.209145)"
2665604814,81804741,0,934262072,Carroll Boulevard,secondary,True,15.898,3,,,"LINESTRING (-97.1372433 33.2091287, -97.1372033 33.2089897)"
2665604815,5970979788,0,150153958,West Highland Street,residential,False,28.109,,,,"LINESTRING (-97.138822 33.2091384, -97.1385199 33.2091423)"
2665604815,81870034,0,150153958,West Highland Street,residential,False,16.188,,,,"LINESTRING (-97.138822 33.2091384, -97.138996 33.209139)"
2665604819,7298702164,0,9982160,IOOF Street,residential,False,81.619,,,,"LINESTRING (-97.140221 33.2091867, -97.1402421 33.2084529)"
2665604819,9540424008,0,9982160,IOOF Street,residential,False,11.353,,,,"LINESTRING (-97.140221 33.2091867, -97.1402215 33.2092888)"
2665604819,81870032,0,150153958,West Highland Street,residential,False,8.958,,,,"LINESTRING (-97.140221 33.2091867, -97.1401413 33.2091415)"
2665604819,81870028,0,150153958,West Highland Street,residential,False,35.618,,,,"LINESTRING (-97.140221 33.2091867, -97.140591 33.209269)"
2968185360,81870034,0,150153958,West Highland Street,residential,False,48.192,,,,"LINESTRING (-97.139514 33.2091401, -97.138996 33.209139)"
2968185360,81870032,0,150153958,West Highland Street,residential,False,58.361,,,,"LINESTRING (-97.139514 33.2091401, -97.1401413 33.2091415)"
2970522581,3429343110,0,739641947,West Mulberry Street,unclassified,False,10.113,,,,"LINESTRING (-97.1526717 33.2137077, -97.1527804 33.2137086)"
2970522581,2657115244,0,739641947,West Mulberry Street,unclassified,False,66.131,,,,"LINESTRING (-97.1526717 33.2137077, -97.1519609 33.2136999)"
2970522585,2970522590,0,9982427,West Sycamore Street,unclassified,False,6.112,,,,"LINESTRING (-97.1522895 33.2126746, -97.1522238 33.2126744)"
2970522585,3429343101,0,9982427,West Sycamore Street,unclassified,False,47.653,,,,"LINESTRING (-97.1522895 33.2126746, -97.1528017 33.2126788)"
2970522586,2971799972,0,9980995,Chestnut Street,unclassified,False,2.596,,,,"LINESTRING (-97.1520695 33.2115644, -97.1520416 33.2115645)"
2970522586,9547025491,0,9980995,Chestnut Street,unclassified,False,72.035,,,,"LINESTRING (-97.1520695 33.2115644, -97.1528438 33.2115612)"
2970522590,2631862666,0,9982427,West Sycamore Street,unclassified,False,61.252,,,,"LINESTRING (-97.1522238 33.2126744, -97.1515654 33.2126725)"
2970522590,2970522585,0,9982427,West Sycamore Street,unclassified,False,6.112,,,,"LINESTRING (-97.1522238 33.2126744, -97.1522895 33.2126746)"
2970522611,5115469366,0,9980856,Avenue C,tertiary,True,13.011,,,,"LINESTRING (-97.1506568 33.2115682, -97.1506548 33.2116852)"
2970522611,81976460,0,9980995,Chestnut Street,unclassified,False,8.738,,,,"LINESTRING (-97.1506568 33.2115682, -97.1507507 33.2115701)"
2970522615,81818252,0,365519034,Eagle Drive,tertiary,False,3.506,,,,"LINESTRING (-97.1533487 33.2067179, -97.153315 33.206732)"
2970522615,81818250,0,365519034,Eagle Drive,tertiary,False,5.225,,,,"LINESTRING (-97.1533487 33.2067179, -97.153399 33.206697)"
2971799972,5115466857,0,9980995,Chestnut Street,unclassified,False,112.291,,,,"LINESTRING (-97.1520416 33.2115645, -97.1508346 33.2115695)"
2971799972,2970522586,0,9980995,Chestnut Street,unclassified,False,2.596,,,,"LINESTRING (-97.1520416 33.2115645, -97.1520695 33.2115644)"
2971977355,2631862635,0,739641942,West Highland Street,unclassified,True,8.997,,,20 mph,"LINESTRING (-97.1520701 33.2093745, -97.1519734 33.2093739)"
2971977358,2631862637,0,739641942,West Highland Street,unclassified,True,24.952,,,20 mph,"LINESTRING (-97.1516007 33.2093717, -97.1513325 33.2093702)"
2971977395,5733427714,0,365519036,Maple Street,unclassified,True,24.031,,,,"LINESTRING (-97.1525653 33.2082784, -97.1528236 33.2082776)"
2971977397,5059238781,0,9980865,Avenue D,unclassified,True,62.236,,,,"LINESTRING (-97.1529502 33.2087383, -97.1529525 33.209298)"
2971977404,2971977397,0,9980865,Avenue D,unclassified,True,25.257,,,,"LINESTRING (-97.1529553 33.2085112, -97.1529502 33.2087383)"
2972415293,5075741825,0,437822208,West Highland Street,unclassified,True,56.119,,,20 mph,"LINESTRING (-97.1500204 33.2093535, -97.1494172 33.2093506)"
2972415301,5734614918,0,437822208,West Highland Street,unclassified,True,35.66,,,20 mph,"LINESTRING (-97.1488782 33.2093492, -97.1484949 33.2093477)"
2972415307,2972415312,0,9980856,Avenue C,tertiary,True,20.617,,,,"LINESTRING (-97.1506833 33.2069226, -97.1506808 33.207108)"
2972415312,5074758501,0,9980856,Avenue C,tertiary,True,119.755,,,,"LINESTRING (-97.1506808 33.207108, -97.1506646 33.2081849)"
2972415314,2972415324,0,9970018,South Avenue B,residential,False,43.781,,,,"LINESTRING (-97.1485523 33.2074044, -97.148558 33.2070107)"
2972415314,2973885382,0,9970018,South Avenue B,residential,False,81.668,,,,"LINESTRING (-97.1485523 33.2074044, -97.1485416 33.2081388)"
2972415324,2973885379,0,9970018,South Avenue B,residential,False,14.523,,,,"LINESTRING (-97.148558 33.2070107, -97.1485599 33.2068801)"
2972415324,2972415314,0,9970018,South Avenue B,residential,False,43.781,,,,"LINESTRING (-97.148558 33.2070107, -97.1485523 33.2074044)"
2973798715,7202637860,0,521609570,West Mulberry Street,residential,False,14.01,,,,"LINESTRING (-97.1427366 33.2135565, -97.142586 33.2135561)"
2973798715,6077804427,0,521609570,West Mulberry Street,residential,False,17.545,,,,"LINESTRING (-97.1427366 33.2135565, -97.1429251 33.2135614)"
2973807939,7226761394,0,152774047,West Hickory Street,secondary,True,19.471,2,,,"LINESTRING (-97.1493094 33.2146611, -97.1491001 33.2146599)"
2973835876,7087336491,0,521609570,West Mulberry Street,residential,False,26.579,,,,"LINESTRING (-97.1438633 33.21363, -97.1435776 33.2136319)"
2973835876,8863388266,0,521609570,West Mulberry Street,residential,False,30.855,,,,"LINESTRING (-97.1438633 33.21363, -97.1441949 33.2136355)"
2973835881,8863362463,0,942213967,West Sycamore Street,unclassified,False,30.069,,,,"LINESTRING (-97.1439088 33.2126136, -97.144232 33.2126167)"
2973835881,2657814581,0,942213967,West Sycamore Street,unclassified,False,2.707,,,,"LINESTRING (-97.1439088 33.2126136, -97.1438797 33.2126133)"
2973835897,2657814581,0,942213967,West Sycamore Street,unclassified,False,51.849,,,,"LINESTRING (-97.1433224 33.212608, -97.1438797 33.2126133)"
2973835897,81989189,0,942213967,West Sycamore Street,unclassified,False,13.686,,,,"LINESTRING (-97.1433224 33.212608, -97.1431753 33.2126066)"
2973835901,9029256999,0,365519044,West Hickory Street,secondary,True,14.159,2,,,"LINESTRING (-97.1450855 33.2146399, -97.1449333 33.2146391)"
2973835902,7830824148,0,9968958,North Welch Street,unclassified,False,7.896,,,,"LINESTRING (-97.1442448 33.2146352, -97.1442436 33.2147062)"
2973835902,7830824147,0,365519043,West Hickory Street,secondary,True,6.233,,,,"LINESTRING (-97.1442448 33.2146352, -97.1441778 33.2146348)"
2973835902,7830824149,0,512632091,South Welch Street,unclassified,False,8.086,,,30 mph,"LINESTRING (-97.1442448 33.2146352, -97.1442467 33.2145625)"
2973835905,8859155243,0,9968958,North Welch Street,unclassified,False,7.762,,,,"LINESTRING (-97.1442273 33.21568, -97.1442285 33.2156102)"
2973835905,2973835915,0,974873273,West Oak Street,secondary,True,4.512,2,,,"LINESTRING (-97.1442273 33.21568, -97.1442758 33.21568)"
2973835915,81773648,0,974873273,West Oak Street,secondary,True,46.904,2,,,"LINESTRING (-97.1442758 33.21568, -97.14478 33.21568)"
2973885241,5060888359,0,9980863,Avenue D,residential,False,22.848,,,,"LINESTRING (-97.1528846 33.2139891, -97.1528779 33.2137837)"
2973885241,5060888374,0,9980863,Avenue D,residential,False,16.468,,,,"LINESTRING (-97.1528846 33.2139891, -97.1528842 33.2141372)"
2973885345,8649541228,0,9963497,Kendolph Street,residential,False,7.94,,,,"LINESTRING (-97.1518638 33.2063923, -97.1518645 33.2063209)"
2973885345,8649541236,0,9963497,Kendolph Street,residential,False,4.192,,,,"LINESTRING (-97.1518638 33.2063923, -97.1518635 33.20643)"
2973885368,9513229511,0,1032499668,Avenue C,tertiary,True,10.42,2,,,"LINESTRING (-97.1507886 33.2071211, -97.1507899 33.2070274)"
2973885379,5059238892,0,9970018,South Avenue B,residential,False,16.669,,,,"LINESTRING (-97.1485599 33.2068801, -97.1485621 33.2067302)"
2973885379,2972415324,0,9970018,South Avenue B,residential,False,14.523,,,,"LINESTRING (-97.1485599 33.2068801, -97.148558 33.2070107)"
2973885382,2972415314,0,9970018,South Avenue B,residential,False,81.668,,,,"LINESTRING (-97.1485416 33.2081388, -97.1485523 33.2074044)"
2973885382,5742790022,0,9970018,South Avenue B,residential,False,5.66,,,,"LINESTRING (-97.1485416 33.2081388, -97.1485409 33.2081897)"
2973885406,3013639987,0,966597112,Avenue A,unclassified,False,57.657,,,,"LINESTRING (-97.1460172 33.20707, -97.1460122 33.2075885)"
2973885406,3013639995,0,966597112,Avenue A,unclassified,False,5.738,,,,"LINESTRING (-97.1460172 33.20707, -97.1460177 33.2070184)"
2973885407,3013639995,0,966597112,Avenue A,unclassified,False,8.607,,,,"LINESTRING (-97.1460182 33.206941, -97.1460177 33.2070184)"
2973885407,8860768041,0,966597112,Avenue A,unclassified,False,21.161,,,,"LINESTRING (-97.1460182 33.206941, -97.1460195 33.2067507)"
2973885416,81976280,0,966597112,Avenue A,unclassified,False,8.734,,,,"LINESTRING (-97.146019 33.2078356, -97.146029 33.2079137)"
2973885416,3013639987,0,966597112,Avenue A,unclassified,False,27.484,,,,"LINESTRING (-97.146019 33.2078356, -97.1460122 33.2075885)"
2973885430,9532608572,0,365519037,Maple Street,unclassified,True,1.731,,,,"LINESTRING (-97.1452062 33.2082263, -97.1452248 33.2082265)"
2973885435,3013639992,0,9975998,Central Avenue,unclassified,False,9.597,,,,"LINESTRING (-97.1452847 33.2079037, -97.1452859 33.2078174)"
2973885435,8860768038,0,9975998,Central Avenue,unclassified,False,26.3,,,,"LINESTRING (-97.1452847 33.2079037, -97.1452812 33.2081402)"
2973885440,9532540521,0,150153958,West Highland Street,residential,False,10.951,,,,"LINESTRING (-97.1443721 33.2093232, -97.1442544 33.2093218)"
2973885440,9532540520,0,739641941,South Welch Street,unclassified,False,11.331,,,30 mph,"LINESTRING (-97.1443721 33.2093232, -97.1443723 33.2094251)"
2973885440,9532540522,0,739641953,South Welch Street,unclassified,False,11.231,,,30 mph,"LINESTRING (-97.1443721 33.2093232, -97.1443733 33.2092222)"
2973885446,2996261541,0,9964156,Maple Street,residential,False,2.461,,,,"LINESTRING (-97.1423016 33.2081872, -97.142328 33.2081886)"
2973885446,3013639978,0,9964156,Maple Street,residential,False,29.719,,,,"LINESTRING (-97.1423016 33.2081872, -97.1419822 33.2081829)"
2973895699,2996260129,0,150153958,West Highland Street,residential,False,15.294,,,,"LINESTRING (-97.1439298 33.2093181, -97.1437655 33.2093136)"
2973895699,9532540521,0,150153958,West Highland Street,residential,False,30.202,,,,"LINESTRING (-97.1439298 33.2093181, -97.1442544 33.2093218)"
2973895704,9036693229,0,256877979,West Prairie Street,unclassified,False,18.144,,,,"LINESTRING (-97.1434853 33.2104083, -97.1432903 33.2104056)"
2973895704,9036693234,0,256877979,West Prairie Street,unclassified,False,4.959,,,,"LINESTRING (-97.1434853 33.2104083, -97.1435386 33.210409)"
2973895705,9532532208,0,150153958,West Highland Street,residential,False,5.285,,,,"LINESTRING (-97.1434956 33.2093131, -97.1434388 33.2093124)"
2973895705,2996260129,0,150153958,West Highland Street,residential,False,25.11,,,,"LINESTRING (-97.1434956 33.2093131, -97.1437655 33.2093136)"
2973895706,9036693267,0,256877979,West Prairie Street,unclassified,False,5.592,,,,"LINESTRING (-97.1426959 33.2103971, -97.1426358 33.2103963)"
2973895706,9036693260,0,256877979,West Prairie Street,unclassified,False,11.612,,,,"LINESTRING (-97.1426959 33.2103971, -97.1428207 33.210399)"
2973895707,81870021,0,150153958,West Highland Street,residential,False,31.514,,,,"LINESTRING (-97.1426987 33.2093039, -97.14236 33.2092999)"
2973895707,2996260130,0,150153958,West Highland Street,residential,False,16.152,,,,"LINESTRING (-97.1426987 33.2093039, -97.1428723 33.2093059)"
2973895879,2991601590,0,9972808,West Mulberry Street,unclassified,False,1.963,,,,"LINESTRING (-97.1491777 33.2136747, -97.1491988 33.2136748)"
2973895879,2991601591,0,9972808,West Mulberry Street,unclassified,False,53.744,,,,"LINESTRING (-97.1491777 33.2136747, -97.1486 33.2136722)"
2973895918,2973895936,0,942213967,West Sycamore Street,unclassified,False,3.489,,,,"LINESTRING (-97.1421314 33.2125966, -97.1421689 33.212597)"
2973895918,81989185,0,942213967,West Sycamore Street,unclassified,False,21.538,,,,"LINESTRING (-97.1421314 33.2125966, -97.1418999 33.2125944)"
2973895920,81909431,0,9973983,Bernard Street,tertiary,False,37.919,,,,"LINESTRING (-97.141446 33.211912, -97.141449 33.211571)"
2973895920,8863362455,0,9973983,Bernard Street,tertiary,False,68.398,,,,"LINESTRING (-97.141446 33.211912, -97.1414406 33.2125271)"
2973895921,81989185,0,942213967,West Sycamore Street,unclassified,False,11.648,,,,"LINESTRING (-97.1417747 33.2125932, -97.1418999 33.2125944)"
2973895921,8863362487,0,942213967,West Sycamore Street,unclassified,False,23.976,,,,"LINESTRING (-97.1417747 33.2125932, -97.141517 33.2125907)"
