osmid,y,x,ref,highway,street_count,geometry
81632385,33.2067775,-97.1578024,467,motorway_junction,3,POINT (-97.1578024 33.2067775)
81632387,33.2070829,-97.1581994,,,2,POINT (-97.1581994 33.2070829)
81632389,33.2073049,-97.1585886,,,2,POINT (-97.1585886 33.2073049)
81632391,33.2075376,-97.1590072,,,2,POINT (-97.1590072 33.2075376)
81632395,33.2076742,-97.1592788,,motorway_junction,3,POINT (-97.1592788 33.2076742)
81632399,33.2083367,-97.160705,,,2,POINT (-97.160705 33.2083367)
81632400,33.208562,-97.1610878,,,2,POINT (-97.1610878 33.208562)
81632401,33.2086978,-97.1612522,,,2,POINT (-97.1612522 33.2086978)
81632405,33.2090979,-97.1617179,,,2,POINT (-97.1617179 33.2090979)
81632409,33.2095133,-97.1621876,,,2,POINT (-97.1621876 33.2095133)
81632411,33.2096265,-97.1623206,,,2,POINT (-97.1623206 33.2096265)
81632412,33.2097522,-97.1625042,,,2,POINT (-97.1625042 33.2097522)
81632413,33.2098439,-97.1626707,,,2,POINT (-97.1626707 33.2098439)
81645476,33.206941,-97.1274515,,,2,POINT (-97.1274515 33.206941)
81645488,33.20697,-97.12589,,,2,POINT (-97.12589 33.20697)
81646894,33.207563,-97.1626365,,,2,POINT (-97.1626365 33.207563)
81646896,33.207645,-97.162468,,,2,POINT (-97.162468 33.207645)
81646897,33.207718,-97.162285,,,2,POINT (-97.162285 33.207718)
81646899,33.2077754,-97.1620825,,,2,POINT (-97.1620825 33.2077754)
81646901,33.2077992,-97.1619504,,,2,POINT (-97.1619504 33.2077992)
81646903,33.2078178,-97.161794,,,2,POINT (-97.161794 33.2078178)
81646905,33.2078403,-97.1615105,,traffic_signals,4,POINT (-97.1615105 33.2078403)
81646908,33.207886,-97.161288,,,2,POINT (-97.161288 33.207886)
81646910,33.207886,-97.161179,,,2,POINT (-97.161179 33.207886)
81646911,33.207872,-97.161078,,,2,POINT (-97.161078 33.207872)
81646913,33.207847,-97.160966,,,2,POINT (-97.160966 33.207847)
81646915,33.207777,-97.160784,,,2,POINT (-97.160784 33.207777)
81655066,33.2154555,-97.1626708,,,3,POINT (-97.1626708 33.2154555)
81655744,33.222281,-97.12801,,,3,POINT (-97.12801 33.222281)
81655749,33.2241152,-97.1279803,,,3,POINT (-97.1279803 33.2241152)
81655753,33.224311,-97.127758,,,3,POINT (-97.127758 33.224311)
81655755,33.2243001,-97.127303,,,3,POINT (-97.127303 33.2243001)
81706482,33.2082955,-97.1373714,,,1,POINT (-97.1373714 33.2082955)
81727904,33.2241276,-97.1279111,,,2,POINT (-97.1279111 33.2241276)
81727906,33.2241565,-97.1278493,,,2,POINT (-97.1278493 33.2241565)
81727908,33.2241994,-97.1278005,,,2,POINT (-97.1278005 33.2241994)
81727910,33.2243773,-97.1277709,,,2,POINT (-97.1277709 33.2243773)
81727911,33.2244362,-97.1278097,,,2,POINT (-97.1278097 33.2244362)
81727913,33.2244809,-97.1278699,,,2,POINT (-97.1278699 33.2244809)
81727915,33.2245061,-97.1279444,,,2,POINT (-97.1279444 33.2245061)
81727917,33.2245089,-97.1280247,,,2,POINT (-97.1280247 33.2245089)
81727919,33.2244892,-97.1281015,,,2,POINT (-97.1281015 33.2244892)
81727921,33.224449,-97.128166,,,2,POINT (-97.128166 33.224449)
81727925,33.2243931,-97.1282106,,,2,POINT (-97.1282106 33.2243931)
81727927,33.2243279,-97.1282303,,,2,POINT (-97.1282303 33.2243279)
81727929,33.2242609,-97.1282228,,,2,POINT (-97.1282228 33.2242609)
81727931,33.2242,-97.1281889,,,2,POINT (-97.1281889 33.2242)
81727933,33.224152,-97.1281325,,,2,POINT (-97.1281325 33.224152)
81745854,33.2171,-97.153963,,,2,POINT (-97.153963 33.2171)
81745868,33.217674,-97.15396,,,2,POINT (-97.15396 33.217674)
81754560,33.2078782,-97.1595833,,,2,POINT (-97.1595833 33.2078782)
81754563,33.2084848,-97.1603925,,,2,POINT (-97.1603925 33.2084848)
81754565,33.2086103,-97.1605162,,,2,POINT (-97.1605162 33.2086103)
81757508,33.217393,-97.15396,,,2,POINT (-97.15396 33.217393)
81763203,33.2060169,-97.1319256,,,2,POINT (-97.1319256 33.2060169)
81763204,33.2061623,-97.131946,,,3,POINT (-97.131946 33.2061623)
81763205,33.206322,-97.132009,,,2,POINT (-97.132009 33.206322)
81763206,33.20639,-97.132083,,,2,POINT (-97.132083 33.20639)
81763208,33.206432,-97.132148,,,2,POINT (-97.132148 33.206432)
81763210,33.2064929,-97.1323188,,,4,POINT (-97.1323188 33.2064929)
81763215,33.2064399,-97.1318914,,traffic_signals,4,POINT (-97.1318914 33.2064399)
81763216,33.2063826,-97.1319275,,,2,POINT (-97.1319275 33.2063826)
81763217,33.2063031,-97.1319508,,,2,POINT (-97.1319508 33.2063031)
81763294,33.2065,-97.13427,,traffic_signals,4,POINT (-97.13427 33.2065)
81763296,33.206183,-97.134408,,,2,POINT (-97.134408 33.206183)
81763815,33.2181792,-97.13239,,,4,POINT (-97.13239 33.2181792)
81763820,33.21817,-97.13182,,,2,POINT (-97.13182 33.21817)
81765376,33.216949,-97.14234,,,3,POINT (-97.14234 33.216949)
81765383,33.2169257,-97.1403916,,,3,POINT (-97.1403916 33.2169257)
81767076,33.20815,-97.12205,,,3,POINT (-97.12205 33.20815)
81767079,33.20716,-97.12207,,,1,POINT (-97.12207 33.20716)
81769752,33.2076322,-97.1274567,,,2,POINT (-97.1274567 33.2076322)
81769755,33.2064479,-97.1274588,,,4,POINT (-97.1274588 33.2064479)
81769781,33.20922,-97.1325,,,3,POINT (-97.1325 33.20922)
81769783,33.209221,-97.131833,,,2,POINT (-97.131833 33.209221)
81769785,33.209217,-97.131703,,,2,POINT (-97.131703 33.209217)
81769786,33.209165,-97.131511,,,3,POINT (-97.131511 33.209165)
81770592,33.206164,-97.13106,,,2,POINT (-97.13106 33.206164)
81772965,33.208669,-97.12952,,,3,POINT (-97.12952 33.208669)
81772967,33.208363,-97.129543,,,2,POINT (-97.129543 33.208363)
81772969,33.207282,-97.129569,,,2,POINT (-97.129569 33.207282)
81772972,33.2072,-97.12956,,,4,POINT (-97.12956 33.2072)
81772974,33.2065,-97.12958,,,3,POINT (-97.12958 33.2065)
81773648,33.21568,-97.14478,,,3,POINT (-97.14478 33.21568)
81773650,33.21634,-97.14478,,,2,POINT (-97.14478 33.21634)
81773652,33.217309,-97.14478,,,3,POINT (-97.14478 33.217309)
81773654,33.2186347,-97.1448064,,,2,POINT (-97.1448064 33.2186347)
81773656,33.2186664,-97.1447998,,,3,POINT (-97.1447998 33.2186664)
81773658,33.21875,-97.144768,,,2,POINT (-97.144768 33.21875)
81773660,33.218908,-97.14469,,,2,POINT (-97.14469 33.218908)
81773661,33.21902,-97.14465,,,2,POINT (-97.14465 33.21902)
81773662,33.21913,-97.14463,,,2,POINT (-97.14463 33.21913)
81773664,33.2194646,-97.1446267,,,3,POINT (-97.1446267 33.2194646)
81773666,33.22044,-97.14458,,,4,POINT (-97.14458 33.22044)
81773668,33.22144,-97.14455,,,4,POINT (-97.14455 33.22144)
81773669,33.221939,-97.14454,,,2,POINT (-97.14454 33.221939)
81773670,33.22226,-97.14452,,,2,POINT (-97.14452 33.22226)
81773671,33.22243,-97.14452,,,4,POINT (-97.14452 33.22243)
81773673,33.222659,-97.14452,,,2,POINT (-97.14452 33.222659)
81773675,33.223419,-97.14449,,,4,POINT (-97.14449 33.223419)
81773677,33.223897,-97.144471,,,2,POINT (-97.144471 33.223897)
81773679,33.2240128,-97.1445534,,,2,POINT (-97.1445534 33.2240128)
81773864,33.2063785,-97.1250008,,,3,POINT (-97.1250008 33.2063785)
81773868,33.2063512,-97.1241519,,,4,POINT (-97.1241519 33.2063512)
81773869,33.206345,-97.123034,,,2,POINT (-97.123034 33.206345)
81773872,33.206339,-97.12237,,,2,POINT (-97.12237 33.206339)
81773874,33.206339,-97.12148,,,2,POINT (-97.12148 33.206339)
81773876,33.20633,-97.1208501,,,3,POINT (-97.1208501 33.20633)
81773922,33.2068366,-97.1253207,,,3,POINT (-97.1253207 33.2068366)
81773924,33.206539,-97.12508,,,2,POINT (-97.12508 33.206539)
81773927,33.2064521,-97.1250239,,,2,POINT (-97.1250239 33.2064521)
81774424,33.2240402,-97.1261775,,,3,POINT (-97.1261775 33.2240402)
81774425,33.2240307,-97.1257497,,,2,POINT (-97.1257497 33.2240307)
81774426,33.224019,-97.1252197,,,2,POINT (-97.1252197 33.224019)
81774427,33.2240079,-97.1247147,,,3,POINT (-97.1247147 33.2240079)
81777582,33.219538,-97.149931,,,2,POINT (-97.149931 33.219538)
81777584,33.2197299,-97.1499264,,,3,POINT (-97.1499264 33.2197299)
81777586,33.2199896,-97.1499197,,,3,POINT (-97.1499197 33.2199896)
81777588,33.2205503,-97.1499067,,,3,POINT (-97.1499067 33.2205503)
81777592,33.2212202,-97.1498907,,,3,POINT (-97.1498907 33.2212202)
81777594,33.2215503,-97.1498828,,,4,POINT (-97.1498828 33.2215503)
81777596,33.2225499,-97.1498561,,,4,POINT (-97.1498561 33.2225499)
81777600,33.22354,-97.1498296,,,3,POINT (-97.1498296 33.22354)
81777605,33.2236799,-97.1498259,,,3,POINT (-97.1498259 33.2236799)
81777609,33.2248199,-97.1497954,,,3,POINT (-97.1497954 33.2248199)
81780357,33.2219514,-97.1311183,,,2,POINT (-97.1311183 33.2219514)
81780359,33.2215821,-97.1311131,,,4,POINT (-97.1311131 33.2215821)
81780361,33.220471,-97.131118,,,2,POINT (-97.131118 33.220471)
81780362,33.22036,-97.13112,,,4,POINT (-97.13112 33.22036)
81780363,33.220272,-97.131115,,,2,POINT (-97.131115 33.220272)
81780366,33.220199,-97.131116,,,2,POINT (-97.131116 33.220199)
81780368,33.21991,-97.13111,,,2,POINT (-97.13111 33.21991)
81780369,33.2192957,-97.13112,,,4,POINT (-97.13112 33.2192957)
81780371,33.2187,-97.13112,,,2,POINT (-97.13112 33.2187)
81780373,33.21864,-97.13113,,,2,POINT (-97.13113 33.21864)
81780375,33.21859,-97.13117,,,2,POINT (-97.13117 33.21859)
81780376,33.21857,-97.13126,,,2,POINT (-97.13126 33.21857)
81780377,33.21855,-97.1314,,,2,POINT (-97.1314 33.21855)
81780378,33.21851,-97.13145,,,2,POINT (-97.13145 33.21851)
81780380,33.21846,-97.13149,,,2,POINT (-97.13149 33.21846)
81780381,33.2184,-97.13151,,,2,POINT (-97.13151 33.2184)
81780383,33.218339,-97.13151,,,2,POINT (-97.13151 33.218339)
81780387,33.21661,-97.13181,,,3,POINT (-97.13181 33.21661)
81780392,33.2160618,-97.1318206,,,3,POINT (-97.1318206 33.2160618)
81780394,33.2155256,-97.1318246,,,4,POINT (-97.1318246 33.2155256)
81780609,33.22375,-97.15325,,,3,POINT (-97.15325 33.22375)
81780611,33.22262,-97.15327,,,3,POINT (-97.15327 33.22262)
81780614,33.221629,-97.1533,,,4,POINT (-97.1533 33.221629)
81780620,33.22583,-97.15328,,,3,POINT (-97.15328 33.22583)
81780622,33.22517,-97.1533,,,3,POINT (-97.1533 33.22517)
81780626,33.22487,-97.15331,,,3,POINT (-97.15331 33.22487)
81780629,33.22375,-97.15334,,,3,POINT (-97.15334 33.22375)
81780795,33.208579,-97.12611,,,2,POINT (-97.12611 33.208579)
81780796,33.2085198,-97.1261305,,,2,POINT (-97.1261305 33.2085198)
81780797,33.207586,-97.1258118,,,2,POINT (-97.1258118 33.207586)
81780798,33.2074887,-97.1257748,,,2,POINT (-97.1257748 33.2074887)
81780799,33.2073599,-97.1257475,,,2,POINT (-97.1257475 33.2073599)
81781799,33.215805,-97.1613779,,traffic_signals,4,POINT (-97.1613779 33.215805)
81781804,33.2164739,-97.1614234,,,2,POINT (-97.1614234 33.2164739)
81781843,33.2217644,-97.1612643,,,4,POINT (-97.1612643 33.2217644)
81781849,33.2238687,-97.1612085,,,4,POINT (-97.1612085 33.2238687)
81781851,33.2252946,-97.1611577,,,4,POINT (-97.1611577 33.2252946)
81782211,33.2139657,-97.1324752,,,4,POINT (-97.1324752 33.2139657)
81782213,33.2139613,-97.1318445,,,3,POINT (-97.1318445 33.2139613)
81783344,33.206696,-97.134176,,,2,POINT (-97.134176 33.206696)
81783346,33.206978,-97.134063,,,2,POINT (-97.134063 33.206978)
81783348,33.207089,-97.134013,,,2,POINT (-97.134013 33.207089)
81783350,33.20732,-97.13393,,,2,POINT (-97.13393 33.20732)
81783352,33.20744,-97.1339,,,2,POINT (-97.1339 33.20744)
81783355,33.207541,-97.133871,,,2,POINT (-97.133871 33.207541)
81783357,33.207777,-97.133837,,,2,POINT (-97.133837 33.207777)
81783359,33.208027,-97.133814,,,2,POINT (-97.133814 33.208027)
81783361,33.208239,-97.133814,,,4,POINT (-97.133814 33.208239)
81783362,33.208697,-97.133786,,,2,POINT (-97.133786 33.208697)
81783364,33.20919,-97.13378,,,3,POINT (-97.13378 33.20919)
81783366,33.21071,-97.13374,,,4,POINT (-97.13374 33.21071)
81783367,33.21156,-97.13373,,,3,POINT (-97.13373 33.21156)
81783368,33.21184,-97.13372,,,2,POINT (-97.13372 33.21184)
81783370,33.212519,-97.13371,,traffic_signals,4,POINT (-97.13371 33.212519)
81783373,33.21312,-97.13371,,,2,POINT (-97.13371 33.21312)
81783385,33.2135,-97.1337,,,4,POINT (-97.1337 33.2135)
81783395,33.2139903,-97.1336986,,,4,POINT (-97.1336986 33.2139903)
81783397,33.2145323,-97.1336929,,traffic_signals,4,POINT (-97.1336929 33.2145323)
81783403,33.2065024,-97.1339039,,,3,POINT (-97.1339039 33.2065024)
81786425,33.21801,-97.1214041,,,3,POINT (-97.1214041 33.21801)
81786427,33.21799,-97.1202101,,,4,POINT (-97.1202101 33.21799)
81786431,33.217979,-97.11961,,,2,POINT (-97.11961 33.217979)
81788145,33.21439,-97.11996,,,4,POINT (-97.11996 33.21439)
81788147,33.213929,-97.11997,,,2,POINT (-97.11997 33.213929)
81788149,33.21387,-97.11993,,,2,POINT (-97.11993 33.21387)
81788151,33.213839,-97.11964,,,2,POINT (-97.11964 33.213839)
81788152,33.2138,-97.11957,,,2,POINT (-97.11957 33.2138)
81788153,33.213749,-97.11956,,,2,POINT (-97.11956 33.213749)
81788154,33.21302,-97.1196,,,3,POINT (-97.1196 33.21302)
81788160,33.21302,-97.11969,,,2,POINT (-97.11969 33.21302)
81788162,33.213,-97.11976,,,2,POINT (-97.11976 33.213)
81788164,33.21295,-97.1198,,,2,POINT (-97.1198 33.21295)
81788166,33.212899,-97.11981,,,2,POINT (-97.11981 33.212899)
81792458,33.20744,-97.12848,,,3,POINT (-97.12848 33.20744)
81792460,33.20653,-97.12849,,,2,POINT (-97.12849 33.20653)
81792462,33.20647,-97.1285,,,3,POINT (-97.1285 33.20647)
81792894,33.2205702,-97.1323285,,,3,POINT (-97.1323285 33.2205702)
81792896,33.220249,-97.129926,,,3,POINT (-97.129926 33.220249)
81793200,33.2255465,-97.1261251,,,2,POINT (-97.1261251 33.2255465)
81793202,33.2252992,-97.1261602,,,2,POINT (-97.1261602 33.2252992)
81793204,33.2248033,-97.126167,,,2,POINT (-97.126167 33.2248033)
81793210,33.2231703,-97.1261894,,,4,POINT (-97.1261894 33.2231703)
81793212,33.2222702,-97.1262017,,,4,POINT (-97.1262017 33.2222702)
81793214,33.2211256,-97.1262174,,,3,POINT (-97.1262174 33.2211256)
81793216,33.21981,-97.12612,,,2,POINT (-97.12612 33.21981)
81793259,33.21741,-97.12581,,,2,POINT (-97.12581 33.21741)
81793261,33.21737,-97.12574,,,2,POINT (-97.12574 33.21737)
81793263,33.2173,-97.12482,,,3,POINT (-97.12482 33.2173)
81794112,33.2155524,-97.1336647,,traffic_signals,4,POINT (-97.1336647 33.2155524)
81794117,33.216106,-97.1336617,,,4,POINT (-97.1336617 33.216106)
81794119,33.21661,-97.13366,,traffic_signals,4,POINT (-97.13366 33.21661)
81794121,33.218069,-97.13364,,,4,POINT (-97.13364 33.218069)
81794123,33.2192978,-97.1336319,,,4,POINT (-97.1336319 33.2192978)
81794125,33.2200203,-97.1336162,,,3,POINT (-97.1336162 33.2200203)
81794131,33.2220105,-97.1336069,,,3,POINT (-97.1336069 33.2220105)
81794132,33.2230164,-97.1335925,,,4,POINT (-97.1335925 33.2230164)
81794133,33.2245084,-97.1335793,,,4,POINT (-97.1335793 33.2245084)
81794138,33.226,-97.133565,,,4,POINT (-97.133565 33.226)
81794508,33.2235501,-97.1322714,,,3,POINT (-97.1322714 33.2235501)
81796206,33.217019,-97.13515,,,4,POINT (-97.13515 33.217019)
81796208,33.216926,-97.134813,,,2,POINT (-97.134813 33.216926)
81796210,33.21676,-97.13454,,,2,POINT (-97.13454 33.21676)
81796212,33.216659,-97.13429,,,3,POINT (-97.13429 33.216659)
81796215,33.216634,-97.134161,,,2,POINT (-97.134161 33.216634)
81796216,33.21662,-97.13242,,traffic_signals,4,POINT (-97.13242 33.21662)
81797181,33.2155415,-97.1623087,,,2,POINT (-97.1623087 33.2155415)
81797182,33.2156232,-97.1621037,,,2,POINT (-97.1621037 33.2156232)
81797184,33.2156984,-97.1619288,,,2,POINT (-97.1619288 33.2156984)
81797187,33.215741,-97.161804,,,2,POINT (-97.161804 33.215741)
81797189,33.2157705,-97.1616533,,,2,POINT (-97.1616533 33.2157705)
81797193,33.2157947,-97.1615202,,,2,POINT (-97.1615202 33.2157947)
81797204,33.21576,-97.15878,,,3,POINT (-97.15878 33.21576)
81797206,33.215761,-97.157519,,,3,POINT (-97.157519 33.215761)
81797209,33.2157401,-97.1555634,,,3,POINT (-97.1555634 33.2157401)
81797213,33.215739,-97.15504,,,3,POINT (-97.15504 33.215739)
81797221,33.21573,-97.15398,,,3,POINT (-97.15398 33.21573)
81797223,33.215719,-97.15363,,,3,POINT (-97.15363 33.215719)
81797228,33.21571,-97.15186,,,3,POINT (-97.15186 33.21571)
81797233,33.2157013,-97.150636,,traffic_signals,5,POINT (-97.150636 33.2157013)
81797235,33.21569,-97.149916,,,2,POINT (-97.149916 33.21569)
81797239,33.2156963,-97.1484182,,,3,POINT (-97.1484182 33.2156963)
81797241,33.21569,-97.14779,,,3,POINT (-97.14779 33.21569)
81797247,33.21568,-97.1435058,,,3,POINT (-97.1435058 33.21568)
81797250,33.2156762,-97.1430929,,,2,POINT (-97.1430929 33.2156762)
81797252,33.2156728,-97.14275,,,2,POINT (-97.14275 33.2156728)
81797253,33.2156654,-97.1419799,,,2,POINT (-97.1419799 33.2156654)
81797254,33.215658,-97.141211,,,2,POINT (-97.141211 33.215658)
81797255,33.2156502,-97.140408,,,3,POINT (-97.140408 33.2156502)
81797256,33.2156469,-97.1400625,,,2,POINT (-97.1400625 33.2156469)
81797257,33.2156431,-97.139672,,,2,POINT (-97.139672 33.2156431)
81797258,33.2156382,-97.139161,,,4,POINT (-97.139161 33.2156382)
81797262,33.21562,-97.13728,,traffic_signals,4,POINT (-97.13728 33.21562)
81797264,33.2156218,-97.1371555,,traffic_signals,4,POINT (-97.1371555 33.2156218)
81797266,33.2156153,-97.1365244,,,3,POINT (-97.1365244 33.2156153)
81797271,33.2156027,-97.1351807,,,3,POINT (-97.1351807 33.2156027)
81797274,33.2155704,-97.1343068,,,4,POINT (-97.1343068 33.2155704)
81797279,33.2155309,-97.1324579,,traffic_signals,4,POINT (-97.1324579 33.2155309)
81798223,33.2160725,-97.1324396,,,4,POINT (-97.1324396 33.2160725)
81800506,33.2082597,-97.1369833,,,4,POINT (-97.1369833 33.2082597)
81800511,33.20826,-97.13567,,,3,POINT (-97.13567 33.20826)
81800514,33.20824,-97.135251,,,2,POINT (-97.135251 33.20824)
81800517,33.20824,-97.13501,,,3,POINT (-97.13501 33.20824)
81800519,33.20824,-97.13473,,,3,POINT (-97.13473 33.20824)
81800520,33.20826,-97.13251,,,3,POINT (-97.13251 33.20826)
81800552,33.20818,-97.14152,,,3,POINT (-97.14152 33.20818)
81800556,33.2082191,-97.1443856,,,4,POINT (-97.1443856 33.2082191)
81800559,33.2082231,-97.1448377,,,2,POINT (-97.1448377 33.2082231)
81800560,33.208227,-97.1452799,,,4,POINT (-97.1452799 33.208227)
81800561,33.2082318,-97.145828,,,2,POINT (-97.145828 33.2082318)
81800563,33.2082326,-97.14592,,,2,POINT (-97.14592 33.2082326)
81800565,33.2082349,-97.146187,,,4,POINT (-97.146187 33.2082349)
81800567,33.2082429,-97.1475164,,,2,POINT (-97.1475164 33.2082429)
81800571,33.20825,-97.14854,,,3,POINT (-97.14854 33.20825)
81800573,33.208269,-97.150665,,,4,POINT (-97.150665 33.208269)
81800581,33.208302,-97.1529229,,,2,POINT (-97.1529229 33.208302)
81800777,33.217959,-97.14231,,,3,POINT (-97.14231 33.217959)
81800779,33.2179557,-97.1403716,,,3,POINT (-97.1403716 33.2179557)
81801313,33.21782,-97.12318,,,2,POINT (-97.12318 33.21782)
81801315,33.21777,-97.12325,,,2,POINT (-97.12325 33.21777)
81801317,33.21773,-97.12333,,,2,POINT (-97.12333 33.21773)
81801319,33.217709,-97.1234,,,2,POINT (-97.1234 33.217709)
81801321,33.217709,-97.12387,,,2,POINT (-97.12387 33.217709)
81801323,33.21772,-97.12437,,,2,POINT (-97.12437 33.21772)
81801326,33.21772,-97.12481,,,3,POINT (-97.12481 33.21772)
81801346,33.21785,-97.12583,,,3,POINT (-97.12583 33.21785)
81801349,33.21782,-97.12481,,,3,POINT (-97.12481 33.21782)
81802967,33.20621,-97.12414,,,2,POINT (-97.12414 33.20621)
81802971,33.20594,-97.12403,,,2,POINT (-97.12403 33.20594)
81804651,33.2145737,-97.137115,,traffic_signals,4,POINT (-97.137115 33.2145737)
81804653,33.2135216,-97.1371354,,traffic_signals,4,POINT (-97.1371354 33.2135216)
81804657,33.211596,-97.137151,,,4,POINT (-97.137151 33.211596)
81804661,33.210399,-97.13716,,,2,POINT (-97.13716 33.210399)
81804663,33.210259,-97.13717,,,2,POINT (-97.13717 33.210259)
81804665,33.209829,-97.13717,,,2,POINT (-97.13717 33.209829)
81804667,33.20947,-97.13714,,,2,POINT (-97.13714 33.20947)
81804669,33.20915,-97.13709,,,4,POINT (-97.13709 33.20915)
81804671,33.20894,-97.137041,,,2,POINT (-97.137041 33.20894)
81804673,33.208638,-97.136959,,,2,POINT (-97.136959 33.208638)
81804675,33.208129,-97.136779,,,2,POINT (-97.136779 33.208129)
81804676,33.208,-97.136731,,,2,POINT (-97.136731 33.208)
81804692,33.207577,-97.136638,,,2,POINT (-97.136638 33.207577)
81804694,33.207382,-97.13661,,,2,POINT (-97.13661 33.207382)
81804695,33.207189,-97.13659,,,2,POINT (-97.13659 33.207189)
81804696,33.20712,-97.136579,,,2,POINT (-97.136579 33.20712)
81804697,33.20651,-97.13655,,traffic_signals,4,POINT (-97.13655 33.20651)
81804698,33.206167,-97.136507,,,2,POINT (-97.136507 33.206167)
81804711,33.2145726,-97.1372635,,traffic_signals,4,POINT (-97.1372635 33.2145726)
81804717,33.2130989,-97.137274,,,2,POINT (-97.137274 33.2130989)
81804719,33.212559,-97.137283,,,4,POINT (-97.137283 33.212559)
81804721,33.2120241,-97.1372916,,,2,POINT (-97.1372916 33.2120241)
81804723,33.211591,-97.1372987,,,3,POINT (-97.1372987 33.211591)
81804725,33.211429,-97.1373013,,,2,POINT (-97.1373013 33.211429)
81804729,33.21022,-97.13731,,,2,POINT (-97.13731 33.21022)
81804736,33.20951,-97.137289,,,2,POINT (-97.137289 33.20951)
81804737,33.20938,-97.13728,,,2,POINT (-97.13728 33.20938)
81804741,33.2089897,-97.1372033,,,2,POINT (-97.1372033 33.2089897)
81804743,33.2088397,-97.1371733,,,2,POINT (-97.1371733 33.2088397)
81804745,33.2086997,-97.1371253,,,2,POINT (-97.1371253 33.2086997)
81804746,33.208571,-97.137078,,,2,POINT (-97.137078 33.208571)
81804748,33.2084977,-97.1370643,,,2,POINT (-97.1370643 33.2084977)
81804749,33.2078907,-97.1368613,,,2,POINT (-97.1368613 33.2078907)
81804751,33.2077787,-97.1368343,,,2,POINT (-97.1368343 33.2077787)
81804753,33.2071997,-97.1367313,,,2,POINT (-97.1367313 33.2071997)
81804755,33.2070787,-97.1367233,,,2,POINT (-97.1367233 33.2070787)
81804757,33.2065076,-97.1367146,,traffic_signals,4,POINT (-97.1367146 33.2065076)
81804759,33.205982,-97.136617,,,2,POINT (-97.136617 33.205982)
81807160,33.222,-97.132921,,,3,POINT (-97.132921 33.222)
81807163,33.221998,-97.132292,,,3,POINT (-97.132292 33.221998)
81809227,33.2139959,-97.1343172,,,3,POINT (-97.1343172 33.2139959)
81810225,33.2176789,-97.1273657,,,2,POINT (-97.1273657 33.2176789)
81810227,33.2164,-97.12737,,,3,POINT (-97.12737 33.2164)
81811759,33.2135003,-97.1324795,,,4,POINT (-97.1324795 33.2135003)
81811766,33.2134766,-97.130291,,,4,POINT (-97.130291 33.2134766)
81811768,33.2134703,-97.1297137,,,3,POINT (-97.1297137 33.2134703)
81811770,33.2134544,-97.1282478,,,3,POINT (-97.1282478 33.2134544)
81814320,33.221119,-97.12548,,,2,POINT (-97.12548 33.221119)
81814321,33.221099,-97.1254,,,2,POINT (-97.1254 33.221099)
81814323,33.22103,-97.12521,,,3,POINT (-97.12521 33.22103)
81814331,33.221359,-97.12482,,,3,POINT (-97.12482 33.221359)
81818240,33.2068775,-97.157375,,,2,POINT (-97.157375 33.2068775)
81818242,33.2064453,-97.1537069,,traffic_signals,3,POINT (-97.1537069 33.2064453)
81818246,33.2065176,-97.1536365,,traffic_signals,4,POINT (-97.1536365 33.2065176)
81818248,33.206642,-97.153502,,,2,POINT (-97.153502 33.206642)
81818250,33.206697,-97.153399,,,2,POINT (-97.153399 33.206697)
81818252,33.206732,-97.153315,,,2,POINT (-97.153315 33.206732)
81818254,33.20676,-97.153215,,,2,POINT (-97.153215 33.20676)
81818256,33.206786,-97.153093,,,2,POINT (-97.153093 33.206786)
81818271,33.2067001,-97.1472967,,,3,POINT (-97.1472967 33.2067001)
81818273,33.20668,-97.14602,,traffic_signals,4,POINT (-97.14602 33.20668)
81818279,33.206619,-97.143751,,,2,POINT (-97.143751 33.206619)
81818281,33.2066,-97.14316,,,3,POINT (-97.14316 33.2066)
81818283,33.20658,-97.142489,,,2,POINT (-97.142489 33.20658)
81818287,33.206547,-97.141027,,,2,POINT (-97.141027 33.206547)
81818293,33.206539,-97.13961,,,2,POINT (-97.13961 33.206539)
81818295,33.2065329,-97.1388552,,,2,POINT (-97.1388552 33.2065329)
81818296,33.2065274,-97.1381848,,,2,POINT (-97.1381848 33.2065274)
81818300,33.206518,-97.137295,,,2,POINT (-97.137295 33.206518)
81818304,33.2065089,-97.136294,,,2,POINT (-97.136294 33.2065089)
81818305,33.2065073,-97.135931,,,2,POINT (-97.135931 33.2065073)
81818307,33.2065034,-97.1350499,,,4,POINT (-97.1350499 33.2065034)
81818308,33.2065004,-97.1325482,,,4,POINT (-97.1325482 33.2065004)
81818313,33.207054,-97.1314029,,,3,POINT (-97.1314029 33.207054)
81818315,33.2076164,-97.1310074,,,2,POINT (-97.1310074 33.2076164)
81819336,33.2255293,-97.1246896,,,3,POINT (-97.1246896 33.2255293)
81822388,33.2224084,-97.1433598,,,3,POINT (-97.1433598 33.2224084)
81822391,33.222431,-97.144416,,,2,POINT (-97.144416 33.222431)
81822396,33.222468,-97.146051,,,2,POINT (-97.146051 33.222468)
81822398,33.222499,-97.14746,,,4,POINT (-97.14746 33.222499)
81822406,33.22258,-97.15131,,,4,POINT (-97.15131 33.22258)
81822970,33.223178,-97.1273124,,,3,POINT (-97.1273124 33.223178)
81822973,33.2231642,-97.1247286,,,4,POINT (-97.1247286 33.2231642)
81823041,33.223689,-97.1513,,,3,POINT (-97.1513 33.223689)
